                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    110,                 1.2657,                0.90426,                 1.9532,                 1.2505,                0.38925,                0.64131,                0.38853,                0.29559,                0.38925,                0.64131,                 0.3884,                0.28765,                      0,                      0,                    inf,                      0,               0.006403,               0.006403,               0.006403
                    111,                 1.2955,                0.96414,                 2.0173,                 1.2956,                0.37953,                  0.669,                0.39043,                 0.2758,                0.37909,                0.66822,                0.38933,                0.26807,                      0,                      0,                    inf,                      0,                0.00637,                0.00637,                0.00637
                    112,                 1.2929,                0.95999,                 1.9907,                 1.2954,                0.24213,                0.39953,                0.26359,                 0.1221,                0.22171,                0.42056,                0.25064,                0.11544,                      0,                      0,                    inf,                      0,               0.006337,               0.006337,               0.006337
                    113,                 1.2886,                0.98722,                   2.03,                 1.2817,                0.33956,                0.53737,                0.35236,                0.22369,                0.33759,                0.53426,                0.35029,                0.22286,                      0,                      0,                    inf,                      0,               0.006304,               0.006304,               0.006304
                    114,                 1.2449,                 0.9752,                 1.9535,                 1.2249,                0.34883,                0.55919,                0.36234,                0.21341,                0.34446,                0.55218,                0.35728,                0.21518,                      0,                      0,                    inf,                      0,               0.006271,               0.006271,               0.006271
                    115,                 1.2371,                0.89045,                 1.9889,                 1.2564,                0.33911,                0.55452,                0.35379,                0.18761,                0.33502,                0.55919,                0.34826,                0.18961,                      0,                      0,                    inf,                      0,               0.006238,               0.006238,               0.006238
                    116,                 1.2316,                0.99375,                 1.8861,                 1.2179,                0.31269,                0.28583,                0.21294,                0.08553,                0.31986,                0.29751,                0.22122,                0.08436,                      0,                      0,                    inf,                      0,               0.006205,               0.006205,               0.006205
                    117,                 1.2107,                0.94395,                 1.8851,                  1.218,                0.31141,                0.51558,                0.31767,                0.17795,                0.30906,                0.51168,                0.31529,                0.17209,                      0,                      0,                    inf,                      0,               0.006172,               0.006172,               0.006172
                    118,                 1.2529,                0.94228,                 1.9638,                 1.2721,                0.30426,                0.56471,                0.33796,                0.18758,                0.29742,                0.56245,                0.33066,                0.17779,                      0,                      0,                    inf,                      0,               0.006139,               0.006139,               0.006139
                    119,                 1.2018,                0.93733,                 1.8721,                 1.2225,                0.32225,                0.63318,                0.35746,                 0.1956,                0.31929,                0.63784,                0.35098,                0.19317,                      0,                      0,                    inf,                      0,               0.006106,               0.006106,               0.006106
                    120,                  1.282,                0.97743,                  1.885,                 1.2418,                0.35346,                0.73287,                0.37554,                0.24648,                0.35581,                0.72483,                0.37363,                0.23849,                      0,                      0,                    inf,                      0,               0.006073,               0.006073,               0.006073
                    121,                  1.271,                0.94748,                 1.9336,                 1.2605,                0.31141,                0.59891,                0.32791,                0.18664,                0.30958,                0.61604,                0.32606,                0.18794,                      0,                      0,                    inf,                      0,                0.00604,                0.00604,                0.00604
                    122,                 1.2365,                 0.8936,                 1.9825,                 1.2445,                0.32517,                0.58956,                 0.3332,                0.19268,                 0.3199,                0.59424,                0.32919,                 0.1928,                      0,                      0,                    inf,                      0,               0.006007,               0.006007,               0.006007
                    123,                 1.2646,                0.93313,                 1.9373,                 1.2343,                0.33412,                0.55414,                0.34286,                0.20347,                0.33084,                0.54869,                0.33977,                0.20121,                      0,                      0,                    inf,                      0,               0.005974,               0.005974,               0.005974
                    124,                   1.22,                0.92693,                 1.9081,                 1.2193,                0.27314,                0.26636,                0.20755,                0.08053,                0.26516,                0.25857,                0.20242,                0.07859,                      0,                      0,                    inf,                      0,               0.005941,               0.005941,               0.005941
                    125,                 1.2046,                 0.8557,                 1.8998,                 1.2148,                0.33047,                0.40825,                0.29853,                0.13592,                0.32795,                0.40513,                0.29823,                0.13175,                      0,                      0,                    inf,                      0,               0.005908,               0.005908,               0.005908
                    126,                 1.1676,                0.91081,                 1.8567,                 1.1955,                0.35416,                0.61293,                0.37737,                0.20164,                0.35416,                0.61293,                 0.3779,                0.19288,                      0,                      0,                    inf,                      0,               0.005875,               0.005875,               0.005875
                    127,                 1.2218,                0.93098,                 1.9078,                 1.2218,                0.31634,                0.26713,                0.22379,                0.08156,                 0.2979,                0.26947,                0.22069,                0.07717,                      0,                      0,                    inf,                      0,               0.005842,               0.005842,               0.005842
                    128,                  1.279,                0.91087,                 1.9511,                  1.269,                0.20819,                    0.5,                0.26268,                0.11555,                0.19488,                0.54128,                0.24778,                0.10767,                      0,                      0,                    inf,                      0,               0.005809,               0.005809,               0.005809
                    129,                 1.1661,                0.91747,                 1.8565,                 1.1696,                0.30654,                 0.6324,                0.34552,                0.17775,                0.30277,                0.62461,                0.34056,                0.17179,                      0,                      0,                    inf,                      0,               0.005776,               0.005776,               0.005776
                    130,                 1.2099,                0.99034,                 1.8487,                  1.207,                0.27469,                0.54829,                0.29859,                0.13128,                 0.2704,                0.53972,                0.29328,                0.12376,                      0,                      0,                    inf,                      0,               0.005743,               0.005743,               0.005743
                    131,                 1.2289,                 0.9544,                 1.8866,                 1.2208,                0.29281,                0.53948,                0.30597,                 0.1647,                0.29196,                0.53792,                0.30292,                0.16261,                      0,                      0,                    inf,                      0,                0.00571,                0.00571,                0.00571
                    132,                   1.21,                0.96986,                 1.8475,                 1.1943,                  0.274,                0.51636,                0.28367,                0.15468,                0.27648,                0.52103,                0.28596,                 0.1512,                      0,                      0,                    inf,                      0,               0.005677,               0.005677,               0.005677
                    133,                 1.2616,                0.94182,                 1.8947,                 1.2618,                0.25941,                0.54829,                0.27835,                0.13745,                 0.2607,                0.56153,                0.27492,                 0.1337,                      0,                      0,                    inf,                      0,               0.005644,               0.005644,               0.005644
                    134,                  1.168,                0.88801,                 1.8173,                 1.1832,                0.18778,                0.31231,                0.18961,                0.07438,                0.17778,                0.32632,                0.18157,                0.07023,                      0,                      0,                    inf,                      0,               0.005611,               0.005611,               0.005611
                    135,                 1.3258,                0.94948,                 1.9483,                 1.2803,                0.21037,                0.22352,                0.16301,                 0.0678,                0.19505,                0.22586,                0.15996,                 0.0656,                      0,                      0,                    inf,                      0,               0.005578,               0.005578,               0.005578
                    136,                 1.2267,                0.94951,                 1.8673,                 1.2113,                0.29486,                0.55374,                0.30408,                 0.1733,                0.29279,                0.54984,                0.30231,                0.17496,                      0,                      0,                    inf,                      0,               0.005545,               0.005545,               0.005545
                    137,                 1.1981,                0.93904,                 1.8473,                 1.2047,                0.33531,                0.66978,                0.36061,                0.24174,                 0.3329,                0.67679,                0.36034,                0.23603,                      0,                      0,                    inf,                      0,               0.005512,               0.005512,               0.005512
                    138,                 1.2286,                0.90151,                 1.8699,                 1.2167,                0.21627,                 0.3972,                0.24254,                0.11745,                0.20867,                0.39408,                0.23823,                0.11586,                      0,                      0,                    inf,                      0,               0.005479,               0.005479,               0.005479
                    139,                 1.2889,                0.99433,                 1.9634,                  1.274,                0.37057,                0.74533,                0.39278,                 0.2508,                0.36864,                0.74143,                 0.3897,                0.24634,                      0,                      0,                    inf,                      0,               0.005446,               0.005446,               0.005446
                    140,                 1.2048,                 0.9467,                 1.8953,                 1.2176,                0.33874,                  0.669,                0.36403,                0.21138,                 0.3376,                0.67913,                0.36229,                0.20998,                      0,                      0,                    inf,                      0,               0.005413,               0.005413,               0.005413
                    141,                 1.2089,                0.92997,                 1.9086,                 1.2214,                0.35676,                0.68302,                0.36816,                  0.238,                0.35554,                0.68069,                0.36792,                0.23659,                      0,                      0,                    inf,                      0,                0.00538,                0.00538,                0.00538
                    142,                 1.1728,                0.89955,                 1.8918,                  1.195,                0.37438,                0.67601,                 0.3711,                0.24473,                0.37611,                0.67913,                0.37236,                  0.241,                      0,                      0,                    inf,                      0,               0.005347,               0.005347,               0.005347
                    143,                 1.1584,                0.90002,                 1.8323,                 1.1752,                0.33651,                0.67309,                 0.3692,                0.21873,                0.33729,                0.67465,                 0.3685,                0.21702,                      0,                      0,                    inf,                      0,               0.005314,               0.005314,               0.005314
                    144,                 1.1594,                0.92534,                 1.8455,                 1.1849,                0.26038,                0.53465,                0.29261,                0.15201,                0.25772,                 0.5292,                0.29076,                0.14646,                      0,                      0,                    inf,                      0,               0.005281,               0.005281,               0.005281
                    145,                 1.1544,                0.91267,                 1.8228,                 1.1659,                0.30729,                0.77259,                0.32637,                0.25239,                0.30698,                0.77181,                0.32643,                0.24313,                      0,                      0,                    inf,                      0,               0.005248,               0.005248,               0.005248
                    146,                 1.2344,                 1.0681,                 1.8862,                  1.213,                0.28297,                0.70561,                 0.2898,                0.19187,                 0.2836,                0.70717,                0.29158,                0.18888,                      0,                      0,                    inf,                      0,               0.005215,               0.005215,               0.005215
                    147,                 1.2682,                0.93675,                 1.9304,                 1.2677,                0.22308,                0.52181,                0.25171,                0.13834,                0.22208,                0.51947,                0.25028,                0.13567,                      0,                      0,                    inf,                      0,               0.005182,               0.005182,               0.005182
                    148,                 1.1501,                 0.9114,                 1.8407,                 1.1593,                0.30204,                0.70561,                0.32388,                0.24146,                0.30171,                0.70483,                0.32344,                   0.24,                      0,                      0,                    inf,                      0,               0.005149,               0.005149,               0.005149
                    149,                 1.1408,                 0.8818,                 1.8059,                 1.1593,                0.31768,                0.72304,                0.35496,                0.25539,                0.31734,                0.72226,                0.35387,                0.24776,                      0,                      0,                    inf,                      0,               0.005116,               0.005116,               0.005116
                    150,                 1.2046,                0.92614,                 1.8722,                 1.1973,                0.36405,                0.82944,                0.40823,                0.29679,                0.36474,                  0.831,                0.40862,                0.29093,                      0,                      0,                    inf,                      0,               0.005083,               0.005083,               0.005083
                    151,                 1.1384,                0.91205,                 1.8209,                 1.1614,                0.33501,                0.74221,                0.37179,                0.20072,                0.32969,                 0.7352,                0.36751,                0.19139,                      0,                      0,                    inf,                      0,                0.00505,                0.00505,                0.00505
                    152,                 1.2303,                0.87101,                 1.9068,                 1.2211,                0.32913,                0.59502,                0.35744,                0.17251,                0.32056,                0.58567,                0.34696,                0.16721,                      0,                      0,                    inf,                      0,               0.005017,               0.005017,               0.005017
                    153,                 1.2287,                0.87918,                 1.8639,                 1.2249,                 0.3457,                0.61105,                0.36642,                0.19982,                0.34019,                0.60903,                0.36494,                0.19504,                      0,                      0,                    inf,                      0,               0.004984,               0.004984,               0.004984
                    154,                 1.2606,                0.95661,                 1.9022,                 1.2292,                0.30004,                0.42445,                0.29109,                0.12498,                0.29148,                0.43769,                0.28925,                0.12211,                      0,                      0,                    inf,                      0,               0.004951,               0.004951,               0.004951
                    155,                 1.1508,                0.87772,                 1.8072,                 1.1628,                 0.2501,                0.30452,                0.21197,                 0.0815,                0.24469,                0.30218,                0.21154,                0.07817,                      0,                      0,                    inf,                      0,               0.004918,               0.004918,               0.004918
                    156,                 1.2529,                 0.9135,                 1.8365,                 1.2599,                0.24802,                0.20405,                0.16248,                 0.0603,                0.25648,                0.21885,                0.17077,                0.05855,                      0,                      0,                    inf,                      0,               0.004885,               0.004885,               0.004885
                    157,                 1.1642,                 0.9338,                 1.7604,                 1.1545,                 0.2262,                0.20194,                0.15089,                0.05455,                0.21709,                0.20872,                0.15342,                0.05294,                      0,                      0,                    inf,                      0,               0.004852,               0.004852,               0.004852
                    158,                 1.1735,                0.85498,                 1.8074,                  1.206,                0.31099,                0.66667,                0.35772,                0.18858,                0.30679,                0.66433,                0.35427,                0.18506,                      0,                      0,                    inf,                      0,               0.004819,               0.004819,               0.004819
                    159,                 1.2105,                0.93218,                 1.8173,                 1.1729,                0.22333,                0.37461,                0.24992,                0.11075,                0.22101,                0.37072,                0.24761,                0.10616,                      0,                      0,                    inf,                      0,               0.004786,               0.004786,               0.004786
                    160,                 1.1319,                 0.9045,                 1.7544,                 1.1289,                0.29498,                0.61782,                0.35542,                0.17267,                0.29609,                0.62016,                0.35444,                0.16779,                      0,                      0,                    inf,                      0,               0.004753,               0.004753,               0.004753
                    161,                 1.2317,                 0.9028,                 1.8651,                 1.2197,                0.29882,                 0.2243,                0.16947,                0.05893,                0.30173,                0.22413,                0.17024,                0.05666,                      0,                      0,                    inf,                      0,                0.00472,                0.00472,                0.00472
                    162,                 1.2101,                0.89797,                 1.8552,                 1.2002,                0.25988,                0.25779,                0.21265,                0.07514,                0.25168,                0.25389,                0.20578,                0.07032,                      0,                      0,                    inf,                      0,               0.004687,               0.004687,               0.004687
                    163,                 1.1534,                0.94172,                 1.8198,                 1.1636,                0.41207,                0.75494,                0.44705,                0.31447,                0.41165,                0.75416,                0.44671,                0.29401,                      0,                      0,                    inf,                      0,               0.004654,               0.004654,               0.004654
                    164,                  1.197,                0.87284,                 1.8714,                 1.2032,                0.39908,                0.75312,                0.43903,                0.31762,                0.39908,                0.75312,                0.43899,                0.30062,                      0,                      0,                    inf,                      0,               0.004621,               0.004621,               0.004621
                    165,                 1.0742,                0.86558,                 1.8089,                 1.1303,                0.43099,                0.65065,                0.43112,                0.29094,                0.43047,                0.64987,                 0.4308,                 0.2873,                      0,                      0,                    inf,                      0,               0.004588,               0.004588,               0.004588
                    166,                 1.1506,                0.92194,                 1.7928,                 1.1668,                0.44455,                 0.6472,                0.43475,                 0.3265,                0.44401,                0.64642,                0.43459,                0.32306,                      0,                      0,                    inf,                      0,               0.004555,               0.004555,               0.004555
                    167,                 1.1641,                0.92988,                 1.7932,                 1.1699,                0.37962,                0.65732,                0.39233,                0.23269,                  0.376,                0.65606,                0.38798,                0.22412,                      0,                      0,                    inf,                      0,               0.004522,               0.004522,               0.004522
                    168,                 1.2104,                0.90807,                 1.8666,                 1.2061,                0.29587,                 0.5763,                0.31477,                0.15409,                0.29082,                0.58645,                0.31078,                 0.1461,                      0,                      0,                    inf,                      0,               0.004489,               0.004489,               0.004489
                    169,                 1.1511,                0.88804,                 1.8514,                 1.1866,                0.24421,                0.09346,                0.08427,                 0.0278,                0.23506,                0.08472,                0.08172,                0.02492,                      0,                      0,                    inf,                      0,               0.004456,               0.004456,               0.004456
                    170,                  1.161,                0.91502,                 1.8485,                 1.1779,                0.20978,                 0.3972,                0.21446,                0.08893,                0.19967,                0.41667,                0.20891,                0.08367,                      0,                      0,                    inf,                      0,               0.004423,               0.004423,               0.004423
                    171,                 1.1471,                0.95694,                 1.7679,                 1.1552,                0.29014,                 0.5514,                 0.3086,                0.14345,                0.28392,                0.56075,                0.30021,                0.13644,                      0,                      0,                    inf,                      0,                0.00439,                0.00439,                0.00439
                    172,                 1.1839,                0.92625,                 1.7948,                 1.1884,                0.23686,                0.31153,                0.23184,                0.08604,                 0.2206,                0.30763,                0.22412,                0.08217,                      0,                      0,                    inf,                      0,               0.004357,               0.004357,               0.004357
                    173,                 1.1726,                0.92168,                 1.8565,                 1.1934,                0.23402,                0.19938,                0.16651,                0.05773,                0.21757,                0.18536,                 0.1571,                0.05405,                      0,                      0,                    inf,                      0,               0.004324,               0.004324,               0.004324
                    174,                 1.1401,                0.89718,                 1.8025,                 1.1651,                0.17848,                0.17368,                 0.1138,                0.03714,                0.16374,                0.16199,                0.10673,                0.03483,                      0,                      0,                    inf,                      0,               0.004291,               0.004291,               0.004291
                    175,                 1.0795,                0.90102,                 1.7335,                 1.1143,                0.18452,                0.18692,                 0.1167,                0.03805,                0.17245,                0.19237,                0.11389,                0.03605,                      0,                      0,                    inf,                      0,               0.004258,               0.004258,               0.004258
                    176,                 1.2075,                0.90152,                  1.828,                 1.1757,                0.38539,                0.79407,                0.40619,                0.25403,                0.38388,                0.79096,                0.40501,                0.24804,                      0,                      0,                    inf,                      0,               0.004225,               0.004225,               0.004225
                    177,                 1.1563,                0.88577,                 1.7939,                 1.1645,                0.42237,                0.87539,                0.44476,                0.33054,                0.42199,                0.87461,                0.44436,                0.32979,                      0,                      0,                    inf,                      0,               0.004192,               0.004192,               0.004192
                    178,                 1.1948,                0.89412,                 1.8214,                 1.1973,                 0.4209,                0.84502,                0.44285,                0.32307,                0.42052,                0.84424,                0.44249,                0.33087,                      0,                      0,                    inf,                      0,               0.004159,               0.004159,               0.004159
                    179,                 1.1613,                0.85741,                 1.8075,                 1.1733,                0.37337,                0.73988,                0.41071,                0.22787,                 0.3703,                0.74376,                 0.4081,                 0.2215,                      0,                      0,                    inf,                      0,               0.004126,               0.004126,               0.004126
                    180,                 1.0859,                0.87354,                   1.71,                 1.1167,                0.19277,                0.54103,                 0.2144,                0.08308,                0.19471,                0.54649,                0.21507,                0.08149,                      0,                      0,                    inf,                      0,               0.004093,               0.004093,               0.004093
                    181,                 1.1101,                0.90551,                 1.7485,                 1.1377,                0.18101,                0.32788,                0.16544,                0.06044,                0.17892,                0.32944,                0.16495,                0.05906,                      0,                      0,                    inf,                      0,                0.00406,                0.00406,                0.00406
                    182,                 1.1355,                0.87227,                 1.7484,                  1.178,                0.24594,                0.53698,                0.26037,                0.10734,                0.24271,                0.52726,                0.25741,                0.10623,                      0,                      0,                    inf,                      0,               0.004027,               0.004027,               0.004027
                    183,                 1.1714,                0.93946,                 1.7792,                 1.1647,                0.27434,                0.60124,                0.30158,                0.12778,                0.26681,                0.59891,                0.29486,                0.12395,                      0,                      0,                    inf,                      0,               0.003994,               0.003994,               0.003994
                    184,                 1.2244,                0.89538,                 1.8234,                 1.1765,                0.42505,                0.74844,                0.46927,                0.28576,                0.42329,                0.74533,                0.46608,                 0.2725,                      0,                      0,                    inf,                      0,               0.003961,               0.003961,               0.003961
                    185,                 1.1673,                0.88874,                  1.846,                  1.191,                0.42488,                0.76409,                0.46689,                0.29302,                0.42194,                0.76869,                0.46429,                0.28582,                      0,                      0,                    inf,                      0,               0.003928,               0.003928,               0.003928
                    186,                 1.0984,                0.93446,                 1.7554,                 1.1318,                0.40359,                 0.7648,                0.44831,                0.28619,                0.40194,                0.76168,                0.44332,                0.27938,                      0,                      0,                    inf,                      0,               0.003895,               0.003895,               0.003895
                    187,                 1.0504,                0.84819,                 1.7078,                 1.1159,                0.22947,                0.38176,                0.22327,                0.08796,                0.22869,                0.37695,                0.22305,                0.08505,                      0,                      0,                    inf,                      0,               0.003862,               0.003862,               0.003862
                    188,                  1.077,                0.83837,                 1.7583,                  1.129,                0.33751,                0.67523,                0.36551,                0.19257,                0.33674,                0.67368,                0.36396,                0.19342,                      0,                      0,                    inf,                      0,               0.003829,               0.003829,               0.003829
                    189,                 1.0769,                0.88108,                 1.7194,                 1.1066,                0.30359,                0.62072,                0.31438,                0.15132,                0.30464,                0.61682,                0.31323,                0.15465,                      0,                      0,                    inf,                      0,               0.003796,               0.003796,               0.003796
                    190,                 1.1349,                0.88775,                 1.7123,                  1.144,                0.42825,                0.89486,                0.46435,                0.33901,                0.42863,                0.89564,                0.46455,                0.34382,                      0,                      0,                    inf,                      0,               0.003763,               0.003763,               0.003763
                    191,                 1.1324,                0.87781,                 1.7304,                 1.1308,                0.31501,                0.63551,                0.34395,                0.15209,                0.31816,                0.65732,                0.35006,                0.15504,                      0,                      0,                    inf,                      0,                0.00373,                0.00373,                0.00373
                    192,                 1.1192,                0.87223,                 1.7303,                 1.1345,                0.32718,                 0.6472,                0.37343,                0.15791,                0.33112,                0.65498,                  0.376,                0.16075,                      0,                      0,                    inf,                      0,               0.003697,               0.003697,               0.003697
                    193,                   1.21,                0.86149,                  1.798,                 1.1873,                0.27602,                0.23053,                 0.1863,                0.06044,                0.27566,                0.22508,                0.18714,                0.05573,                      0,                      0,                    inf,                      0,               0.003664,               0.003664,               0.003664
                    194,                 1.1113,                0.86137,                 1.7084,                  1.133,                0.20404,                0.39097,                0.24631,                0.09306,                0.21558,                0.37928,                0.24834,                 0.0891,                      0,                      0,                    inf,                      0,               0.003631,               0.003631,               0.003631
                    195,                 1.1056,                0.88299,                 1.7344,                 1.1395,                0.30307,                0.68069,                 0.3385,                0.21615,                0.30273,                0.67991,                0.33862,                0.20976,                      0,                      0,                    inf,                      0,               0.003598,               0.003598,               0.003598
                    196,                 1.1453,                0.87445,                 1.7678,                  1.165,                0.30595,                0.62227,                0.34668,                0.17363,                  0.303,                 0.6285,                0.34387,                0.16928,                      0,                      0,                    inf,                      0,               0.003565,               0.003565,               0.003565
                    197,                 1.1909,                0.88107,                 1.8349,                 1.2168,                0.23611,                0.52804,                0.27586,                0.12934,                0.23959,                0.53583,                0.27659,                0.12752,                      0,                      0,                    inf,                      0,               0.003532,               0.003532,               0.003532
                    198,                 1.1411,                0.94975,                 1.7824,                  1.153,                0.27062,                  0.581,                0.32112,                0.15294,                0.26805,                0.61292,                0.31654,                0.14929,                      0,                      0,                    inf,                      0,               0.003499,               0.003499,               0.003499
                    199,                 1.1277,                0.88497,                 1.7557,                 1.1443,                0.26006,                0.59813,                0.30569,                0.15114,                0.26446,                0.60826,                0.30923,                0.14796,                      0,                      0,                    inf,                      0,               0.003466,               0.003466,               0.003466
                    200,                 1.1186,                0.91225,                 1.7286,                  1.128,                0.36665,                0.68536,                0.40013,                0.29247,                 0.3654,                0.68302,                0.39877,                0.28121,                      0,                      0,                    inf,                      0,               0.003433,               0.003433,               0.003433
                    201,                 1.1334,                0.87869,                 1.7739,                 1.1559,                0.21383,                0.21798,                0.15798,                0.05911,                0.20584,                0.21573,                0.15468,                0.05593,                      0,                      0,                    inf,                      0,                 0.0034,                 0.0034,                 0.0034
                    202,                 1.0535,                0.90026,                 1.6845,                 1.0994,                0.18383,                 0.1433,                0.10031,                0.03115,                0.17759,                0.15265,                0.10227,                0.02839,                      0,                      0,                    inf,                      0,               0.003367,               0.003367,               0.003367
                    203,                 1.0701,                 0.8779,                 1.6765,                 1.1005,                0.17702,                0.15888,                0.10386,                0.02887,                0.16822,                0.15966,                0.10343,                0.02739,                      0,                      0,                    inf,                      0,               0.003334,               0.003334,               0.003334
                    204,                 1.0883,                0.87015,                 1.7281,                 1.1139,                0.43253,                0.77336,                0.47459,                0.26609,                0.43094,                0.77492,                0.47359,                0.25452,                      0,                      0,                    inf,                      0,               0.003301,               0.003301,               0.003301
                    205,                 1.0915,                0.85799,                 1.7299,                 1.1393,                0.47341,                0.71416,                0.48794,                0.31282,                0.47444,                0.71572,                0.48808,                0.30918,                      0,                      0,                    inf,                      0,               0.003268,               0.003268,               0.003268
                    206,                 1.0899,                0.86196,                 1.7087,                 1.1222,                0.47217,                0.72595,                0.47832,                 0.3712,                0.47217,                0.72595,                0.47844,                0.36519,                      0,                      0,                    inf,                      0,               0.003235,               0.003235,               0.003235
                    207,                 1.0965,                0.89455,                 1.7426,                 1.1307,                0.44183,                0.67212,                0.44558,                0.25256,                0.44373,                0.66745,                0.44475,                0.24455,                      0,                      0,                    inf,                      0,               0.003202,               0.003202,               0.003202
                    208,                 1.1115,                0.85757,                 1.7228,                 1.1313,                0.38069,                0.65265,                0.40964,                0.20452,                0.38296,                0.65654,                0.41078,                0.19956,                      0,                      0,                    inf,                      0,               0.003169,               0.003169,               0.003169
                    209,                 1.0545,                  0.883,                  1.678,                 1.0917,                0.43216,                0.80452,                 0.4676,                0.35383,                0.43258,                 0.8053,                0.46763,                0.34099,                      0,                      0,                    inf,                      0,               0.003136,               0.003136,               0.003136
                    210,                 1.1227,                0.84536,                 1.7286,                 1.1398,                0.40722,                0.83645,                0.44646,                0.30379,                0.40798,                0.83801,                0.44646,                0.29688,                      0,                      0,                    inf,                      0,               0.003103,               0.003103,               0.003103
                    211,                 1.0987,                0.84203,                  1.694,                 1.1134,                0.35544,                0.72897,                0.39524,                0.21274,                0.35094,                0.72975,                0.39109,                0.20569,                      0,                      0,                    inf,                      0,                0.00307,                0.00307,                0.00307
                    212,                 1.0682,                 0.8771,                 1.6752,                 1.1069,                 0.3949,                0.78583,                0.43751,                0.28817,                0.39608,                0.78816,                0.43811,                0.28266,                      0,                      0,                    inf,                      0,               0.003037,               0.003037,               0.003037
                    213,                 1.0614,                0.84779,                  1.678,                 1.0883,                0.21897,                0.44003,                0.24135,                0.10091,                0.20874,                0.45405,                0.23966,                0.09687,                      0,                      0,                    inf,                      0,               0.003004,               0.003004,               0.003004
                    214,                 1.0821,                0.89497,                 1.6711,                 1.1095,                 0.2098,                0.25078,                0.15125,                0.05552,                0.20473,                0.25234,                0.15168,                0.05385,                      0,                      0,                    inf,                      0,               0.002971,               0.002971,               0.002971
                    215,                 1.0804,                0.88593,                 1.6848,                 1.1085,                0.32854,                 0.6665,                0.36114,                  0.202,                0.32701,                0.66339,                0.35851,                0.19887,                      0,                      0,                    inf,                      0,               0.002938,               0.002938,               0.002938
                    216,                  1.079,                0.84653,                 1.7178,                 1.1405,                0.37222,                0.67787,                0.40048,                0.28024,                0.37179,                0.67709,                0.40031,                0.27083,                      0,                      0,                    inf,                      0,               0.002905,               0.002905,               0.002905
                    217,                 1.0596,                0.85993,                 1.6687,                 1.1011,                0.40355,                0.67056,                0.42197,                0.30056,                0.40355,                0.67056,                0.42153,                0.29466,                      0,                      0,                    inf,                      0,               0.002872,               0.002872,               0.002872
                    218,                 1.0756,                0.90699,                 1.6674,                 1.1052,                0.40694,                0.72664,                0.43695,                0.29337,                0.40694,                0.72664,                0.43641,                0.28984,                      0,                      0,                    inf,                      0,               0.002839,               0.002839,               0.002839
                    219,                 1.0169,                0.81673,                 1.6491,                 1.0753,                0.35069,                0.67849,                0.37072,                0.21297,                0.34898,                0.68146,                0.36846,                0.21062,                      0,                      0,                    inf,                      0,               0.002806,               0.002806,               0.002806
                    220,                 1.0596,                0.82523,                 1.6834,                 1.1049,                0.37123,                0.73986,                0.39984,                0.25359,                0.36854,                0.74065,                0.39763,                0.24526,                      0,                      0,                    inf,                      0,               0.002773,               0.002773,               0.002773
                    221,                 1.0731,                0.83101,                 1.6343,                 1.0988,                0.34352,                0.70483,                0.37928,                0.21287,                0.34134,                 0.7204,                0.37849,                0.21038,                      0,                      0,                    inf,                      0,                0.00274,                0.00274,                0.00274
                    222,                 1.1003,                0.90601,                 1.6739,                 1.1198,                0.35754,                 0.7609,                 0.3943,                 0.2475,                0.35937,                 0.7648,                 0.3939,                0.24006,                      0,                      0,                    inf,                      0,               0.002707,               0.002707,               0.002707
                    223,                 1.0737,                0.83635,                 1.6532,                 1.0915,                0.19504,                0.54517,                0.22368,                0.08684,                0.19264,                0.56491,                0.22069,                0.08366,                      0,                      0,                    inf,                      0,               0.002674,               0.002674,               0.002674
                    224,                 1.0677,                0.84919,                  1.644,                 1.0815,                0.23096,                0.37383,                0.22539,                0.08324,                0.19627,                0.41511,                0.21744,                0.07948,                      0,                      0,                    inf,                      0,               0.002641,               0.002641,               0.002641
                    225,                 1.0643,                0.85114,                  1.659,                 1.0978,                0.23669,                 0.4486,                0.25551,                0.10059,                0.23516,                0.45717,                0.25513,                0.09845,                      0,                      0,                    inf,                      0,               0.002608,               0.002608,               0.002608
                    226,                 1.0342,                0.85244,                 1.6045,                 1.0593,                0.33844,                0.65265,                0.37382,                0.18298,                0.33803,                0.65187,                0.37191,                0.18114,                      0,                      0,                    inf,                      0,               0.002575,               0.002575,               0.002575
                    227,                 1.0277,                0.87644,                 1.6547,                 1.0928,                0.41328,                0.81776,                0.45312,                0.30554,                0.41133,                0.81931,                 0.4529,                0.29963,                      0,                      0,                    inf,                      0,               0.002542,               0.002542,               0.002542
                    228,                 1.0547,                0.83959,                 1.6832,                 1.1031,                0.41808,                0.83022,                0.45889,                 0.3133,                0.41887,                0.83178,                0.45915,                0.30672,                      0,                      0,                    inf,                      0,               0.002509,               0.002509,               0.002509
                    229,                 1.1219,                0.88475,                 1.6727,                  1.122,                0.43538,                0.84891,                0.47436,                0.35205,                0.43538,                0.84891,                0.47406,                0.35398,                      0,                      0,                    inf,                      0,               0.002476,               0.002476,               0.002476
