                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    230,                 1.0176,                0.85349,                 1.6358,                 1.0854,                0.44081,                0.78831,                0.48221,                0.38001,                0.44081,                0.78831,                0.48221,                0.37881,                      0,                      0,                    inf,                      0,               0.002443,               0.002443,               0.002443
                    231,                 1.0637,                0.83491,                 1.6938,                 1.1139,                0.43346,                0.79595,                0.47372,                0.36497,                0.43388,                0.79673,                0.47405,                0.35839,                      0,                      0,                    inf,                      0,                0.00241,                0.00241,                0.00241
                    232,                 1.0593,                0.84794,                 1.7055,                 1.1219,                0.43365,                0.80452,                0.47702,                0.36383,                0.43365,                0.80452,                0.47761,                0.36057,                      0,                      0,                    inf,                      0,               0.002377,               0.002377,               0.002377
                    233,                0.98523,                0.84531,                 1.6184,                 1.0731,                0.39922,                0.79361,                0.43115,                0.29396,                    0.4,                0.79517,                0.43212,                0.29126,                      0,                      0,                    inf,                      0,               0.002344,               0.002344,               0.002344
                    234,                 1.0371,                 0.8686,                 1.6475,                 1.1009,                0.39471,                0.77804,                0.42897,                 0.2766,                0.39589,                0.78037,                0.42938,                0.26712,                      0,                      0,                    inf,                      0,               0.002311,               0.002311,               0.002311
                    235,                 1.0423,                0.85691,                 1.5874,                 1.0735,                0.36455,                0.72118,                0.39529,                0.22335,                0.36219,                0.71651,                0.39449,                0.21485,                      0,                      0,                    inf,                      0,               0.002278,               0.002278,               0.002278
                    236,                 1.0625,                  0.871,                 1.6552,                 1.0981,                0.41234,                0.82078,                0.44897,                0.32338,                0.41351,                0.82312,                0.44939,                0.32386,                      0,                      0,                    inf,                      0,               0.002245,               0.002245,               0.002245
                    237,                 1.0077,                0.85307,                 1.5986,                 1.0682,                0.43896,                0.86604,                0.48442,                0.35855,                0.43935,                0.86682,                0.48455,                0.36423,                      0,                      0,                    inf,                      0,               0.002212,               0.002212,               0.002212
                    238,                 0.9791,                0.82494,                 1.5754,                 1.0503,                0.34431,                0.73598,                0.35866,                0.19121,                0.34213,                0.73131,                0.35589,                0.18853,                      0,                      0,                    inf,                      0,               0.002179,               0.002179,               0.002179
                    239,                 1.0322,                0.83549,                 1.6165,                 1.0748,                0.26317,                0.62461,                0.27293,                 0.1247,                0.26259,                0.62928,                0.27224,                 0.1219,                      0,                      0,                    inf,                      0,               0.002146,               0.002146,               0.002146
                    240,                  1.051,                0.82555,                 1.6694,                 1.0931,                0.22919,                0.55607,                0.24829,                0.11086,                0.23048,                0.55919,                0.24703,                0.10998,                      0,                      0,                    inf,                      0,               0.002113,               0.002113,               0.002113
                    241,                 1.0131,                 0.8212,                 1.5919,                 1.0586,                0.29246,                 0.6729,                0.32583,                0.15905,                 0.2911,                0.66978,                0.32296,                0.15685,                      0,                      0,                    inf,                      0,                0.00208,                0.00208,                0.00208
                    242,                0.97417,                0.78412,                 1.5982,                  1.055,                0.39467,                0.81448,                0.44405,                0.29697,                0.39685,                0.81231,                0.44523,                0.29187,                      0,                      0,                    inf,                      0,               0.002047,               0.002047,               0.002047
                    243,                 1.0664,                0.83795,                 1.6472,                 1.0968,                0.39203,                0.78738,                0.43166,                0.28924,                0.39358,                 0.7905,                0.43278,                0.28544,                      0,                      0,                    inf,                      0,               0.002014,               0.002014,               0.002014
                    244,                0.97341,                0.83117,                 1.5498,                 1.0398,                0.39128,                0.76713,                 0.4271,                 0.3055,                0.38929,                0.76324,                0.42557,                0.29323,                      0,                      0,                    inf,                      0,               0.001981,               0.001981,               0.001981
                    245,                0.99978,                0.83079,                 1.5386,                 1.0382,                0.27236,                0.54361,                0.30834,                0.13829,                0.26473,                0.57165,                0.30333,                0.13465,                      0,                      0,                    inf,                      0,               0.001948,               0.001948,               0.001948
                    246,                 1.0223,                0.86151,                 1.6147,                  1.069,                0.27751,                0.51012,                0.30252,                 0.1347,                0.27205,                0.51982,                0.30107,                0.13183,                      0,                      0,                    inf,                      0,               0.001915,               0.001915,               0.001915
                    247,                 1.0404,                0.85097,                 1.6402,                 1.0853,                0.26405,                0.46885,                0.26473,                 0.1166,                0.26361,                0.46807,                0.26505,                0.11299,                      0,                      0,                    inf,                      0,               0.001882,               0.001882,               0.001882
                    248,                 1.0602,                0.79834,                 1.6315,                  1.099,                0.26824,                0.47741,                 0.2792,                0.13299,                0.26464,                0.48053,                0.27583,                0.12774,                      0,                      0,                    inf,                      0,               0.001849,               0.001849,               0.001849
                    249,                 1.0162,                0.85089,                 1.6105,                 1.0754,                0.29456,                 0.6215,                0.33116,                0.15942,                0.29346,                0.61916,                0.32927,                0.15289,                      0,                      0,                    inf,                      0,               0.001816,               0.001816,               0.001816
                    250,                0.97889,                 0.8164,                 1.5755,                 1.0514,                0.27155,                0.61137,                0.30876,                0.13776,                0.26766,                0.61916,                0.30608,                0.13279,                      0,                      0,                    inf,                      0,               0.001783,               0.001783,               0.001783
                    251,                 1.0164,                0.79796,                 1.5917,                 1.0632,                0.26016,                0.58801,                0.28513,                 0.1201,                0.26031,                0.59813,                0.28476,                0.11501,                      0,                      0,                    inf,                      0,                0.00175,                0.00175,                0.00175
                    252,                0.99509,                0.84108,                 1.5818,                 1.0538,                0.43075,                 0.8014,                0.48369,                0.30482,                0.43159,                0.80296,                0.48376,                0.29214,                      0,                      0,                    inf,                      0,               0.001717,               0.001717,               0.001717
                    253,                 1.0227,                0.83498,                 1.6051,                  1.079,                0.44064,                0.85125,                0.49708,                0.35216,                0.44201,                0.84813,                0.49794,                 0.3459,                      0,                      0,                    inf,                      0,               0.001684,               0.001684,               0.001684
                    254,                 1.0093,                0.80373,                 1.5805,                  1.054,                0.40235,                0.79673,                0.44778,                0.26401,                0.40156,                0.79517,                0.44693,                0.25737,                      0,                      0,                    inf,                      0,               0.001651,               0.001651,               0.001651
                    255,                 1.0156,                 0.8444,                 1.5942,                 1.0831,                0.39188,                0.76869,                0.43144,                0.24847,                0.39267,                0.77025,                0.42967,                0.24447,                      0,                      0,                    inf,                      0,               0.001618,               0.001618,               0.001618
                    256,                0.93732,                 0.8042,                 1.5451,                 1.0281,                0.38562,                0.75234,                  0.422,                0.24708,                0.38681,                0.75467,                 0.4227,                0.24146,                      0,                      0,                    inf,                      0,               0.001585,               0.001585,               0.001585
                    257,                0.98769,                0.81444,                 1.5603,                 1.0457,                0.29951,                0.67601,                0.33242,                0.15586,                0.29716,                0.67991,                0.33023,                0.15314,                      0,                      0,                    inf,                      0,               0.001552,               0.001552,               0.001552
                    258,                0.95293,                0.80579,                 1.5492,                 1.0393,                0.18829,                0.52025,                0.20748,                0.07634,                0.18664,                0.51869,                0.20542,                0.07466,                      0,                      0,                    inf,                      0,               0.001519,               0.001519,               0.001519
                    259,                0.99023,                0.85209,                 1.5619,                 1.0547,                0.30273,                0.66355,                0.34698,                0.14746,                0.30694,                0.67523,                0.34774,                0.14603,                      0,                      0,                    inf,                      0,               0.001486,               0.001486,               0.001486
                    260,                 1.0534,                 0.8422,                 1.6116,                 1.0849,                0.44684,                0.88629,                0.50083,                0.37127,                0.44723,                0.88707,                0.50099,                 0.3652,                      0,                      0,                    inf,                      0,               0.001453,               0.001453,               0.001453
                    261,                 1.0714,                0.82058,                 1.6212,                 1.0927,                0.44971,                0.86838,                0.50083,                0.36912,                0.45092,                0.87072,                0.50115,                 0.3655,                      0,                      0,                    inf,                      0,                0.00142,                0.00142,                0.00142
                    262,                0.98684,                0.80406,                 1.5633,                 1.0517,                0.41916,                0.79361,                0.46836,                0.29108,                0.41487,                0.80062,                0.46671,                0.28684,                      0,                      0,                    inf,                      0,               0.001387,               0.001387,               0.001387
                    263,                0.93962,                0.86947,                 1.5279,                 1.0273,                0.42253,                0.80685,                0.47409,                0.28441,                0.42376,                0.80919,                0.47275,                0.27583,                      0,                      0,                    inf,                      0,               0.001354,               0.001354,               0.001354
                    264,                0.97585,                0.80517,                 1.5758,                 1.0438,                0.33965,                0.71963,                0.39042,                0.17434,                0.34406,                0.72897,                0.39141,                0.17259,                      0,                      0,                    inf,                      0,               0.001321,               0.001321,               0.001321
                    265,                0.97022,                0.81899,                 1.5502,                 1.0457,                0.32602,                0.72257,                0.36278,                0.15945,                0.32561,                0.72975,                 0.3577,                0.15675,                      0,                      0,                    inf,                      0,               0.001288,               0.001288,               0.001288
                    266,                0.99145,                 0.8081,                 1.5686,                 1.0569,                0.34505,                0.75545,                0.37479,                0.18016,                0.34612,                0.75779,                0.37515,                0.17877,                      0,                      0,                    inf,                      0,               0.001255,               0.001255,               0.001255
                    267,                 1.0448,                0.88502,                 1.5999,                 1.0723,                0.38111,                0.80062,                 0.4193,                0.24467,                0.38222,                0.80296,                0.41956,                0.24135,                      0,                      0,                    inf,                      0,               0.001222,               0.001222,               0.001222
                    268,                 1.0032,                0.88891,                 1.6064,                 1.0602,                0.41998,                0.84703,                0.45982,                0.31898,                0.42192,                0.85092,                 0.4619,                0.31638,                      0,                      0,                    inf,                      0,               0.001189,               0.001189,               0.001189
                    269,                0.95287,                0.83917,                 1.5243,                 1.0364,                 0.3859,                0.78972,                0.42047,                0.23915,                0.38246,                0.79636,                0.41826,                0.23364,                      0,                      0,                    inf,                      0,               0.001156,               0.001156,               0.001156
                    270,                0.93735,                 0.7694,                 1.5408,                 1.0278,                0.29467,                0.65109,                0.33087,                0.14092,                0.29643,                0.65498,                 0.3314,                0.13789,                      0,                      0,                    inf,                      0,               0.001123,               0.001123,               0.001123
                    271,                0.96891,                0.82765,                  1.566,                  1.037,                0.23239,                0.58255,                0.25737,                0.09773,                0.23323,                0.58879,                0.25777,                0.09436,                      0,                      0,                    inf,                      0,                0.00109,                0.00109,                0.00109
                    272,                0.91829,                0.79238,                 1.5062,                 1.0126,                0.30175,                0.70249,                0.34715,                0.14964,                 0.3004,                 0.6947,                0.34443,                0.14532,                      0,                      0,                    inf,                      0,               0.001057,               0.001057,               0.001057
                    273,                0.96397,                0.84611,                 1.5232,                 1.0436,                0.41841,                0.86526,                  0.464,                0.29979,                0.41728,                0.86293,                0.46287,                0.28966,                      0,                      0,                    inf,                      0,               0.001024,               0.001024,               0.001024
                    274,                 1.0458,                0.82307,                 1.5748,                 1.0791,                0.43667,                0.89711,                0.48451,                 0.3982,                0.43667,                0.89711,                0.48451,                0.38281,                      0,                      0,                    inf,                      0,               0.000991,               0.000991,               0.000991
                    275,                0.99161,                0.77658,                 1.5729,                 1.0538,                0.43188,                0.87617,                0.47589,                0.36866,                0.43265,                0.87773,                 0.4762,                 0.3569,                      0,                      0,                    inf,                      0,               0.000958,               0.000958,               0.000958
                    276,                 0.9703,                0.83817,                 1.5424,                 1.0365,                0.41301,                0.84735,                0.45553,                0.29649,                0.41377,                0.84891,                0.45629,                0.28535,                      0,                      0,                    inf,                      0,               0.000925,               0.000925,               0.000925
                    277,                0.97006,                0.81963,                 1.5426,                 1.0473,                0.42752,                0.86059,                0.46938,                0.33751,                0.42791,                0.86137,                 0.4695,                0.32245,                      0,                      0,                    inf,                      0,               0.000892,               0.000892,               0.000892
                    278,                0.96511,                0.79715,                 1.5267,                 1.0393,                0.40959,                0.83411,                0.44997,                0.29066,                0.40883,                0.83255,                0.44954,                0.27681,                      0,                      0,                    inf,                      0,               0.000859,               0.000859,               0.000859
                    279,                 1.0083,                0.84151,                 1.5782,                 1.0574,                0.38862,                0.81776,                0.42472,                0.24756,                0.38726,                0.82087,                0.42391,                0.23949,                      0,                      0,                    inf,                      0,               0.000826,               0.000826,               0.000826
                    280,                0.96046,                0.84552,                 1.5104,                  1.027,                0.36998,                 0.7894,                0.40688,                0.21182,                0.36826,                0.78972,                0.40603,                0.20483,                      0,                      0,                    inf,                      0,               0.000793,               0.000793,               0.000793
                    281,                 1.0289,                0.77544,                 1.5516,                 1.0676,                0.26185,                0.63433,                0.29325,                 0.1207,                 0.2581,                0.63535,                0.29018,                0.11675,                      0,                      0,                    inf,                      0,                0.00076,                0.00076,                0.00076
                    282,                0.99108,                0.80378,                 1.5386,                 1.0382,                0.26935,                 0.6433,                0.30024,                0.12347,                0.27085,                0.65411,                0.30059,                0.11958,                      0,                      0,                    inf,                      0,               0.000727,               0.000727,               0.000727
                    283,                0.98031,                0.77178,                 1.5952,                 1.0662,                0.37593,                0.80129,                 0.4107,                0.21858,                 0.3752,                0.79973,                0.41064,                 0.2124,                      0,                      0,                    inf,                      0,               0.000694,               0.000694,               0.000694
                    284,                0.98159,                0.81331,                 1.5864,                 1.0539,                0.35053,                0.78271,                0.37389,                0.19083,                0.34983,                0.78115,                0.37131,                0.18539,                      0,                      0,                    inf,                      0,               0.000661,               0.000661,               0.000661
                    285,                0.96895,                0.83158,                 1.5369,                 1.0491,                0.33917,                0.75069,                0.36582,                0.19433,                0.33741,                 0.7468,                0.36366,                0.18901,                      0,                      0,                    inf,                      0,               0.000628,               0.000628,               0.000628
                    286,                0.94819,                0.81205,                 1.5366,                 1.0424,                 0.2728,                0.61682,                0.29278,                0.12631,                   0.27,                0.61682,                0.29118,                0.12464,                      0,                      0,                    inf,                      0,               0.000595,               0.000595,               0.000595
                    287,                0.99274,                0.83092,                 1.5646,                 1.0531,                 0.1764,                0.49377,                0.20525,                0.07434,                0.18337,                0.49143,                0.20865,                0.07314,                      0,                      0,                    inf,                      0,               0.000562,               0.000562,               0.000562
                    288,                0.97578,                0.88007,                 1.5435,                 1.0373,                0.18787,                0.49688,                0.20797,                0.07385,                 0.1812,                0.50568,                0.20544,                 0.0731,                      0,                      0,                    inf,                      0,               0.000529,               0.000529,               0.000529
                    289,                0.92916,                0.77416,                 1.5118,                 1.0316,                0.22653,                0.60592,                0.25053,                0.09746,                0.22799,                0.60981,                0.25038,                0.09589,                      0,                      0,                    inf,                      0,               0.000496,               0.000496,               0.000496
                    290,                 1.3877,                0.89684,                 2.0798,                 1.3667,                0.34594,                0.74023,                0.38541,                0.17879,                 0.3435,                0.74844,                0.38278,                 0.1748,                      0,                      0,                    inf,                      0,               0.000463,               0.000463,               0.000463
                    291,                 1.3535,                 0.8638,                 2.1311,                 1.3319,                0.41377,                0.83005,                0.45587,                0.27187,                0.41201,                0.83178,                0.45385,                0.26936,                      0,                      0,                    inf,                      0,                0.00043,                0.00043,                0.00043
                    292,                 1.2492,                0.86759,                 1.9797,                 1.2535,                0.41184,                0.81776,                0.45168,                0.27742,                0.41066,                0.82399,                0.45176,                0.27667,                      0,                      0,                    inf,                      0,               0.000397,               0.000397,               0.000397
                    293,                 1.2764,                0.91425,                 1.9773,                 1.2609,                0.41307,                0.80134,                0.44868,                0.28156,                0.41242,                0.80793,                0.45041,                0.28169,                      0,                      0,                    inf,                      0,               0.000364,               0.000364,               0.000364
                    294,                 1.1343,                0.84622,                 1.9264,                 1.1763,                0.40423,                0.81464,                0.45522,                0.30954,                 0.4034,                0.81698,                0.45566,                0.30807,                      0,                      0,                    inf,                      0,               0.000331,               0.000331,               0.000331
                    295,                 1.1646,                0.82777,                 1.8987,                 1.2095,                0.39954,                0.79703,                0.44902,                0.30921,                0.40071,                0.79936,                0.45065,                0.30685,                      0,                      0,                    inf,                      0,               0.000298,               0.000298,               0.000298
                    296,                 1.1967,                 0.8232,                 1.9789,                  1.257,                0.38761,                0.79751,                0.43288,                0.29209,                0.38761,                0.79751,                0.43343,                 0.2878,                      0,                      0,                    inf,                      0,               0.000265,               0.000265,               0.000265
                    297,                 1.1432,                0.90549,                 1.9015,                 1.1923,                0.37885,                0.79595,                0.41996,                0.28183,                0.37707,                0.79595,                   0.42,                0.27467,                      0,                      0,                    inf,                      0,               0.000232,               0.000232,               0.000232
                    298,                  1.002,                0.79974,                 1.7494,                 1.1057,                0.37434,                0.79439,                0.41338,                0.26751,                0.37471,                0.79517,                0.41413,                0.26108,                      0,                      0,                    inf,                      0,               0.000199,               0.000199,               0.000199
                    299,                 1.1848,                0.86928,                 1.9755,                 1.2381,                0.36669,                0.77726,                0.39917,                0.23759,                0.36595,                 0.7757,                0.39888,                0.23259,                      0,                      0,                    inf,                      0,               0.000166,               0.000166,               0.000166
